"gene_name","sigma_b_sq_stationary","sigma_eps_sq_stationary","range_stationary","prop_spatial_stationary","log_ml_stationary","sigma_b_sq_nonstationary","sigma_eps_sq_nonstationary","range_nonstationary","prop_spatial_nonstationary","log_ml_nonstationary","log_bayes_factor","bayes_factor","bf_interpretation","dataset_name","dataset_file","n_spots","n_genes_total"
"PTPRG",0.00294389667481775,0.26045956089545,299.254716523812,0.0111763782524852,-3203.63443586452,0.000350972589565455,0.260982647176948,885.803412721039,0.00134300588603575,-3207.62731263069,-3.99287676616314,0.0184465712446741,"Very strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"C3orf14",0.000167630829477654,0.121662486508757,146.058829455484,0.00137593916135091,-1530.76117846241,0.0347984112116746,0.117443508332362,138.730192862624,0.228573124379248,-1531.04454001359,-0.283361551176085,0.75324740113805,"Anecdotal for stationary","HumanHeart","HumanHeart.rds",4247,36601
"CADPS",1.55958386913664e-05,0.166709263158607,26.785273137789,9.35423714565515e-05,-2245.77214587503,6.66937612808431e-07,0.16678270420389,14533.6469723814,3.99882559180668e-06,-2250.47742201321,-4.70527613817967,0.00904741553607109,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"THOC7",0.0205419001004357,0.667266651793041,569.945025078642,0.0298657235998094,-5237.11783696019,0.0189641925927322,0.667787541247923,543.289792338929,0.0276143352222426,-5243.88884810627,-6.77101114607831,0.00114653475046928,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"ATXN7",3.24520190543076e-08,0.132482724885761,9.9193752806523,2.44952775035979e-07,-1756.71031748593,1.60515147702081e-19,0.132800351944251,3218.6027019185,1.20869519810809e-18,-1759.25910014413,-2.54878265819798,0.0781767759560643,"Strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"PSMD6",8.75490420710714e-09,0.538068610966344,253.941495771307,1.6270980849325e-08,-4733.42116352256,0.00391181574563028,0.533481032580801,118.62385282102,0.00727924786831942,-4738.54753217092,-5.12636864836622,0.00593808464248432,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"PRICKLE2",0.000476098937579381,0.101962379923035,25.634016992204,0.00464765723656633,-1202.72831471874,1.68146846315783e-07,0.102095863646654,166.389837820591,1.6469479113143e-06,-1207.49415348389,-4.76583876514769,0.00851574253798813,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"ADAMTS9",5.6149321338541e-06,0.132144371018137,46.4544983791749,4.24890861204256e-05,-1751.49867614432,0.00569340127426187,0.133665564982691,30.7721215150582,0.0408542157507417,-1759.33166828676,-7.83299214243539,0.000396437506396428,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"MAGI1",7.99117787058138e-07,0.24627652439112,18.3291043864565,3.2447883372796e-06,-3073.32224965737,0.00539959478989034,0.244195379931461,94.9742254192078,0.0216334274995659,-3080.35404720881,-7.03179755143765,0.000883342499036999,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"SLC25A26",0.00263065112896458,0.485528633098193,967.099603003291,0.00538891958826383,-4523.93064932888,0.000179449951921127,0.484902993215818,126.298009780545,0.000369937016786801,-4526.48185087729,-2.55120154841643,0.077987903440426,"Strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"LRIG1",0.0115868556421828,0.499122742588556,447.746714138207,0.022687757743977,-4604.59692818679,0.00841105269017506,0.499423273903359,629.530906657831,0.0165625918724222,-4610.14826945233,-5.55134126554185,0.00388224662622188,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"KBTBD8",0.00281324959753771,0.0614549892953644,145.207129785787,0.0437735597862852,-129.351970133613,7.4830303273761e-06,0.0613551344131013,118.157492308385,0.000121947704305066,-134.606735881467,-5.25476574785424,0.0052225695468208,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"SUCLG2",0.0120031314903572,0.569784239918781,717.055747616252,0.0206314747968568,-4879.54438635407,0.00558897703965781,0.571573782304493,806.954334880196,0.00968353718110426,-4884.82836201386,-5.28397565978503,0.0050722252122593,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"SUCLG2-AS1",4.80195855795644e-05,0.157087110688188,367.169058233384,0.000305594207329085,-2121.39262261488,0.00784574396488464,0.155631996454188,253.186268740238,0.0479927355539183,-2127.48440437917,-6.09178176429259,0.00226137608394572,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"EOGT",0.00046831031660488,0.195936215270248,111.838560069994,0.0023844171370572,-2588.94318550299,1.73331725345437e-05,0.195843637714173,466.338197947671,8.84973277528056e-05,-2593.54501893418,-4.60183343118979,0.0100334232796163,"Very strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"TMF1",0.000101846642241346,0.288046698320212,156.258013024158,0.00035345187064754,-3407.66403894196,0.000164709536485403,0.288120831098188,222.426891178822,0.000571341650097288,-3410.95064532927,-3.28660638731299,0.0373804892940104,"Strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"UBA3",0.0170976685406658,0.500693218465891,602.227280810991,0.0330204122353534,-4610.80097927181,0.0130436084948061,0.500926969251446,277.984194088663,0.0253781229112413,-4615.7131090866,-4.91212981479293,0.00735680300600732,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"ARL6IP5",0.037934251890467,0.799176019159744,905.889366299418,0.0453157167010696,-5622.1536542091,0.0335636148697144,0.800146167938657,945.866927603372,0.0402581516515909,-5628.97708458191,-6.8234303728068,0.00108798232856636,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"LMOD3",0.0206968453173634,0.748051697412471,1423.77903023169,0.0269227766518668,-5466.44344691248,0.0178658469909349,0.747949550981335,1076.8222603075,0.023329182252329,-5472.73021833502,-6.28677142254219,0.00186075786016338,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"FRMD4B",5.4931752449792e-06,0.209926548240312,34.1132702971147,2.61664451407185e-05,-2733.78640110843,0.000192791865221031,0.209657574134234,332.526293359235,0.000918711122102744,-2740.37372621963,-6.58732511120343,0.00137772028776045,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"MITF",0.00103038272072643,0.479510417213771,179.877239745571,0.00214421485307154,-4489.29919393352,2.89367363467063e-09,0.479583677122338,1395.40419311581,6.03371998516301e-09,-4492.99416025191,-3.6949663183932,0.0248482905787485,"Very strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"FOXP1",0.00413574578114058,0.34655411467454,524.469449599439,0.0117931718235784,-3806.06618809403,5.25876704436185e-05,0.347399416678035,544.556430688302,0.000151352330064199,-3811.11436382006,-5.0481757260236,0.00642103649800921,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"EIF4E3",0.00168504665752978,0.45687488539938,238.029237164871,0.00367464869852749,-4388.52787718559,7.52222032038499e-05,0.456990844247355,383.363719477643,0.000164576214961665,-4392.3247421078,-3.7968649222139,0.0224410160189929,"Very strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"GPR27",1.70923565915688e-05,0.144351214512808,220.305805556799,0.00011839410575779,-1942.33240333042,7.67508593597537e-05,0.142898262973102,2.75075524605522,0.00053681309273864,-1934.58208015989,7.75032317052342,2322.32279962806,"Extreme for nonstationary","HumanHeart","HumanHeart.rds",4247,36601
"RYBP",0.00553974559932479,0.212315269632855,324.900249456595,0.0254285887952627,-2770.58127842857,0.000885085259599164,0.212505308338985,514.532124410204,0.0041477277616542,-2776.80228074806,-6.22100231948707,0.00198725235692756,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"SHQ1",0.001137203289649,0.18892002769046,547.231619002113,0.00598347815436717,-2517.72132500955,0.002634301839739,0.192977109998837,36.8163792082987,0.0134670151141944,-2524.04872507795,-6.32740006840277,0.00178667296318548,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"GXYLT2",0.00163797663678826,0.226560319794406,147.96951031034,0.0071778653145298,-2902.97247316099,1.09690142872524e-08,0.227155978063607,500.590119126028,4.82884661503559e-08,-2905.87344285906,-2.90096969806291,0.0549698900077049,"Strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"PPP4R2",0.000926254399570082,0.394964172590521,859.378424297029,0.00233967364811594,-4084.64992213124,0.000126580001111527,0.395645500720334,508.960459915361,0.000319830547118905,-4088.47476365299,-3.82484152174857,0.0218218935525581,"Very strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"PDZRN3",0.000183244218875757,0.502117936890473,124.053451271622,0.000364809452510256,-4587.7489425323,3.42026184168967e-05,0.501366751549084,81.9854829081281,6.82141071583818e-05,-4593.19076416262,-5.44182163031655,0.00433158553201883,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"PDZRN3-AS1",0.000741290620308492,0.0959974013295338,147.739372174637,0.00766281417876564,-1073.62964419045,5.00406972709899e-06,0.0987328577063029,57.6148492789065,5.06803533830809e-05,-1079.19272890702,-5.56308471656916,0.00383692230594209,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"CNTN3",6.69880881586719e-06,0.0678850393408778,55.4104008166041,9.86689838621758e-05,-340.291056305777,1.5385338005364e-05,0.0679429058189265,456.476607105207,0.000226393832797172,-346.172868224389,-5.88181191861145,0.00278972593652099,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"LINC02018",3.89843622119585e-09,0.0469493047950012,12.2662524937036,8.30350079625512e-08,446.811712265935,2.19017625971133e-09,0.046960812277168,184.130287654968,4.66383789240781e-08,442.61873624931,-4.19297601662504,0.015101276283831,"Very strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"ZNF717",0.00170199649000509,0.118935450147628,95.9440845515928,0.0141083596962848,-1529.37679315993,6.93685903644994e-05,0.118846778448947,455.835231386448,0.000583340379684243,-1535.39885905734,-6.02206589741331,0.00242465532815688,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"ROBO1",0.00282124676102417,0.153321780883378,463.223721900638,0.0180683492794135,-2080.8869539627,0.000340955945868932,0.153865742572564,392.079851647175,0.00221103200538448,-2086.46915830851,-5.58220434580699,0.00376425863879102,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"GBE1",0.000209691228271077,0.441112112639928,116.286282602581,0.000475143594613109,-4314.30490786732,0.000291662774578459,0.43992730441013,411.066227093405,0.000662540227295755,-4320.27635217416,-5.97144430683784,0.00255055497346613,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"VGLL3",5.92563637037814e-05,0.124817659866115,56.9651241332841,0.000474518153497065,-1632.05606911182,4.33057075610716e-07,0.124806928693703,2697.30462445148,3.46980394053571e-06,-1636.17116487214,-4.11509576031358,0.0163243771071203,"Very strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"CHMP2B",0.00267967184911574,0.438464166770335,655.648607272356,0.0060743721537667,-4305.18902913685,0.0748752167183357,0.436287063054984,30.0056981824308,0.146480324705375,-4311.37319025212,-6.1841611152704,0.00206183046544701,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"CGGBP1",9.75397364071688e-08,0.424568212059385,751.499859136706,2.29738617324657e-07,-4229.05015849428,9.92090112019552e-05,0.423361506643272,260.177346319867,0.000234281498931073,-4234.95604967409,-5.90589117981199,0.00272335370112785,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"ZNF654",4.7356396921859e-09,0.146855838514931,11.522092999252,3.22468591468015e-08,-1974.87183866248,1.02337843356425e-07,0.146832304502903,236.390201184859,6.96970413809399e-07,-1981.16521313739,-6.29337447491048,0.00184851165423237,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"C3orf38",0.000732156201471517,0.161722431771914,1534.46633172325,0.00450683609866078,-2190.19261502455,0.000339909089222611,0.161660276852112,105.476824280825,0.00209820184617382,-2194.82135798792,-4.62874296336531,0.00976702890207532,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"EPHA3",6.67249575483927e-05,0.117333413213997,543.041376021449,0.000568355017188261,-1505.01377070529,5.61366765943873e-06,0.117435738115096,801.74338166569,4.77997534447915e-05,-1509.08720785868,-4.07343715338175,0.0170187916646818,"Very strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"PROS1",0.00148425258387809,0.366401796486693,160.48596687961,0.00403454435858036,-3918.4037113167,6.43203822964739e-06,0.366481310432478,3455.00013510397,1.75504866446154e-05,-3922.54841986781,-4.14470855111131,0.0158480541760777,"Very strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"ARL13B",0.000353217868345486,0.0916347381009719,272.920795688066,0.00383982734069341,-976.158798451483,1.37465234870862e-05,0.0916306468816683,4317.30067648885,0.000149998521200457,-981.585752241189,-5.42695378970689,0.00439646799112715,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"DHFR2",2.21389353016055e-09,0.0815020519999632,4.03419472117544,2.71636531313851e-08,-720.353214830375,2.34409634416459e-06,0.0809111204005708,108.562333774369,2.89704112750476e-05,-727.165848363104,-6.81263353272891,0.00109979274262153,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"NSUN3",0.00054155710811174,0.117310904638209,99.6457439094202,0.00459521252324327,-1499.74789343172,0.000270167473706902,0.116217753839287,12.4328506356633,0.00231927457080277,-1506.07069005799,-6.32279662626752,0.0017949167691697,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"MTRNR2L12",0.0089849018171868,0.751184669379482,627.822371410083,0.0118196020435844,-5454.48374598454,0.000540550426758321,0.751046651030843,31.027533503145,0.000719211856867702,-5458.81124756361,-4.32750157906867,0.0132004866972114,"Very strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"ARL6",8.96922480479128e-05,0.113849619967578,529.332081476702,0.000787193167167565,-1441.13140753721,0.000953057153760252,0.113137820600785,9.47744349248588,0.00835349129148307,-1438.59785394744,2.53355358977751,12.5981955045598,"Strong for nonstationary","HumanHeart","HumanHeart.rds",4247,36601
"CRYBG3",0.000153029016306481,0.256222837679561,182.543258743118,0.000596893218845814,-3158.19346403672,1.56950715719291e-14,0.256183312144379,467.442233800036,6.12650037215647e-14,-3161.28135477634,-3.08789073962498,0.0455980311638635,"Strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"RIOX2",0.000334917397697764,0.226051198627438,196.212767860481,0.00147940785229328,-2892.9818850333,0.000116326627421436,0.226085306895489,143.027813246617,0.000514260775263826,-2896.36977230902,-3.38788727572501,0.0337799693236351,"Strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"CLDND1",0.0103558180441103,0.473788429695985,430.653619559102,0.0213899433742102,-4478.40845146352,0.0154485438126111,0.472294926526939,340.836519517599,0.0316735020601226,-4484.62990998292,-6.22145851940513,0.00198634597932557,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"CPOX",0.000281690198743359,0.218288701996123,1040.07769826787,0.00128878479795295,-2824.51126218283,0.00932798902623006,0.215886383145201,83.734840948961,0.0414182671216458,-2824.89568760357,-0.38442542073517,0.680841721374847,"Anecdotal for stationary","HumanHeart","HumanHeart.rds",4247,36601
"ST3GAL6-AS1",9.94378209339983e-17,0.159834490442782,4.20557613960108,6.22129933649055e-16,-2150.00870108585,2.02751545627247e-17,0.159829262255858,5605.05572013088,1.2685508446049e-16,-2153.9929079457,-3.98420685984183,0.0186071965865017,"Very strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"ST3GAL6",0.00326685687472139,0.342455218150548,976.056784907955,0.00944937309682238,-3843.33776691661,0.00411528342854929,0.350098254829436,232.143681275113,0.0116180862221929,-3845.90289091785,-2.56512400123984,0.0769096439593105,"Strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"DCBLD2",0.0317225159847443,0.379400252641675,280.149989380975,0.0771606887420289,-4019.6884246428,0.0296858636671028,0.378298778320955,270.841990835609,0.0727622087009141,-4027.17954836938,-7.49112372658874,0.000558015551115473,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"COL8A1",0.00223635197368063,0.298922091548213,563.487195559783,0.00742583188944545,-3489.93345310806,1.35904611696392e-20,0.304283094153175,2922.16096479038,4.46638720020307e-20,-3494.04224641843,-4.10879331037495,0.0164275855680691,"Very strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"CMSS1",0.000988137752022869,0.427308897550656,165.946247691182,0.00230713189813362,-4245.00538657126,4.00120151114219e-06,0.427453649408055,9897.02017426347,9.36046297320067e-06,-4248.57872117914,-3.57333460788323,0.0280621213158551,"Very strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"FILIP1L",0.064250681129019,0.28754155366591,174.447816131208,0.182638144831345,-3435.70811604095,0.0341210396814025,0.287388876754564,241.473348666123,0.106127487635978,-3445.66856923226,-9.96045319131053,4.7231326366704e-05,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"TBC1D23",3.07574395338043e-05,0.300561708659061,62.8685574087825,0.000102322722631764,-3497.21932746771,3.35699680325185e-13,0.300658451263763,1050.32528659639,1.1165482923023e-12,-3500.47234102203,-3.25301355432111,0.0386575355376077,"Strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"NIT2",0.000610466541249673,0.467647900851654,198.254561472932,0.00130369595881123,-4436.38554331204,0.000126789465437921,0.467470544239598,329.252277371987,0.000271150958952859,-4441.71926524456,-5.3337219325249,0.00482607422085247,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"TOMM70",9.78683869067405e-05,0.47027634911679,258.233656510334,0.000208064947577556,-4450.50404011821,0.00295489903269636,0.468357405292302,117.085331606643,0.00626951387770003,-4455.64075565719,-5.13671553897984,0.00587696069694038,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"LNP1",5.93052857708037e-05,0.0736001755521046,19.1593330476091,0.000805127664439214,-510.354026225621,3.71961199729108e-10,0.071871059782466,5.76387049429992,5.17539603464714e-09,-515.990003554474,-5.63597732885307,0.0035671892120827,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"TMEM45A",5.28089027544688e-07,0.10439999311332,17.0341680368202,5.05829876578062e-06,-1250.92535479616,1.03376998631557e-06,0.10458257143396,53.503614941652,9.88462755992813e-06,-1256.65666825156,-5.73131345539764,0.00324281514213781,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"TFG",0.00243426949753588,0.571102217146017,1117.8717135123,0.0042443149724993,-4872.51774673697,0.0115922040434256,0.568851390175168,431.019112606428,0.0199712843054651,-4875.94165746492,-3.42391072794726,0.0325847553283172,"Very strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"ABI3BP",0.00935540371794726,0.258383966814459,306.728927741836,0.0349422040521863,-3198.18922754674,0.0104971172815771,0.258031255091304,260.129545248889,0.0390912780977972,-3204.13057453294,-5.94134698619291,0.00262848673008242,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"SENP7",0.000501266399238594,0.191841118120298,702.865081412668,0.0026061151341694,-2546.61704766845,7.55788863437882e-05,0.190086851144762,9.28044358608493,0.000397443839623975,-2550.20376714166,-3.58671947320727,0.0276890161527913,"Very strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"TRMT10C",0.000536817337945446,0.391956705891586,874.955676197683,0.00136771005424085,-4067.1200849724,0.00111750261877681,0.391216347491316,847.549386788963,0.00284834616860927,-4073.44213883115,-6.32205385874749,0.0017962504703006,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"PCNP",0.0139510687219397,0.606025583969591,755.431797678169,0.0225025711232404,-5019.93541417162,0.00442802569257327,0.607073434030399,355.050861652583,0.00724123486897201,-5024.28780519796,-4.35239102634296,0.0128759889163777,"Very strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"ZBTB11",1.27409614171012e-06,0.183979322051424,937.174301299755,6.9251658511216e-06,-2455.57899746095,0.000297014648478078,0.182559168619537,564.370105359786,0.00162430738282851,-2461.78638563183,-6.20738817088659,0.0020144921081035,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"ZBTB11-AS1",0.000135688668554437,0.0681064859440199,106.532992389797,0.00198834033828451,-344.672760117269,0.000138635664342927,0.0681058746516948,129.84937761354,0.00203145518519967,-348.719301968893,-4.04654185162389,0.017482728091511,"Very strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"RPL24",0.276270908337341,0.765495183350661,1017.36725678845,0.265194759688993,-5650.11358938952,0.275130180077772,0.765520426070186,1021.3877061136,0.264382856697875,-5659.30777274557,-9.19418335604223,0.000101628824632712,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"AC084198.2",0.000874732613973538,0.0679237625552251,61.8215936986357,0.0127144149275689,-339.366442614958,2.91277755012633e-07,0.0679272820681957,2.7865313965428,4.28806360458623e-06,-342.049858232978,-2.68341561801964,0.0683293680986852,"Strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"CEP97",0.040017220474935,0.119540102425553,26.0807764511172,0.250801528550919,-1544.20717389584,6.85403230699773e-08,0.120114383477994,5.99106904740559,5.7062511561494e-07,-1548.40410393624,-4.19693004039937,0.0150416833719184,"Very strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"NXPE3",0.000115318364075677,0.39574638700919,331.610999817182,0.000291309723851519,-4083.6020333181,5.67753850008946e-05,0.395122694764038,222.592062119823,0.000143669874802662,-4089.03077369427,-5.42874037617639,0.00438862033324768,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"NFKBIZ",0.000319301373400992,0.112486803100132,700.620471990883,0.00283053275255957,-1408.41838831995,0.000353423014236592,0.11479516442623,54.1452288457979,0.00306927789643375,-1413.34617937962,-4.9277910596636,0.00724248383951754,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"ALCAM",1.14107138167291e-06,0.0846435620831194,20.3357939393048,1.3480718097506e-05,-804.361968424722,0.000208431697166225,0.0840072016225125,189.622780527499,0.0024749763072496,-810.70945278501,-6.34748436028838,0.00175114685445589,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"CBLB",7.02855198852051e-06,0.34466700678589,43.197031700643,2.03918812208484e-05,-3787.69426340698,2.45369887125831e-05,0.344467550737205,54.0291488198297,7.12265668409344e-05,-3792.84992230278,-5.15565889580012,0.00576667918234448,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"LINC00882",0.0107286930423776,0.309530586746315,159.450152664793,0.0335000223864128,-3574.59034029748,5.89696880350034e-05,0.311316388339947,1542.66856153983,0.000189384569185157,-3579.29825351763,-4.70791322014838,0.00902358819083704,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"DUBR",6.08545090168888e-05,0.141070525939594,422.001766945432,0.000431190489481872,-1892.70663479834,7.39554796326771e-05,0.141376500034914,92.7839918324214,0.000522836631127507,-1894.99400355868,-2.2873687603394,0.101533269047501,"Moderate for stationary","HumanHeart","HumanHeart.rds",4247,36601
"BBX",0.000205361135501662,0.386795379003907,200.496521868711,0.000530647914078109,-4033.05154519737,2.66624245503034e-05,0.386916169583024,66.142856767086,6.89053326352392e-05,-4036.01299831829,-2.96145312092267,0.051743672702889,"Strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"CD47",0.000418723747824855,0.466437045495916,714.959162785915,0.000896901731562929,-4435.77760371372,0.000375614714741707,0.466677123688275,304.667666261658,0.000804223343226801,-4439.40030646546,-3.6227027517416,0.0267103873009776,"Very strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"IFT57",0.000152592338320009,0.302153114006603,374.480524318788,0.000504761686985511,-3511.73033351416,0.00174564510263098,0.308623852928479,95.2006162286858,0.00562440933695104,-3517.6246183847,-5.89428487054374,0.00275514592473582,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"DZIP3",6.65860049183641e-05,0.271584124470833,90.2521261222905,0.000245116255362446,-3282.87611003365,5.1121399717699e-06,0.271535465604885,312.367010086244,1.88264310779118e-05,-3288.36266663395,-5.48655660029908,0.00414208249169086,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"NECTIN3",0.000348852840223738,0.0917878564967365,132.337345895335,0.00378625243656056,-978.136895340232,0.000157965418139619,0.0917566319483369,41.4048402735665,0.00171861078289653,-982.034562861162,-3.89766752092987,0.0202891803860676,"Very strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"PHLDB2",0.0162135339004538,0.449063619456267,366.833919671069,0.0348470449999145,-4379.77744384674,0.00322556033615857,0.452196279894422,798.552736306735,0.00708257718717546,-4385.02595521634,-5.24851136959296,0.00525533583182224,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"ABHD10",0.00132356555607396,0.42072297789576,723.876502528008,0.00313606538570078,-4222.67990158361,0.00726960838841461,0.417414953901842,469.587223032635,0.0171176657545798,-4229.01321005068,-6.33330846706758,0.00177614771134626,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"C3orf52",7.70723220762632e-06,0.0571221955907855,233.07003039937,0.000134907147164346,27.256541813088,0.00916586828253756,0.05621962934951,34.5633206231956,0.140181976347689,30.0880584936624,2.83151668057444,16.9711811756466,"Strong for nonstationary","HumanHeart","HumanHeart.rds",4247,36601
"ATG3",0.00111912644300574,0.464036559574688,1065.05368859744,0.0024059180112079,-4428.72472948574,0.000232711749957427,0.463348377756718,103.411391430849,0.000501987150090763,-4433.08966763666,-4.36493815091853,0.0127154415893127,"Very strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"SLC35A5",0.000193590318772009,0.164967881487471,184.55738495825,0.00117212759522462,-2223.39722493743,4.08970900565065e-05,0.164310709992001,29.9407324452044,0.000248839003053298,-2229.0303463185,-5.63312138107494,0.00357739147982455,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"CCDC80",0.142736034590644,0.531827727637821,216.789335092743,0.211597542861043,-4762.99023486473,0.155767191096114,0.532016972701053,189.444770547269,0.226476850289986,-4769.81081492485,-6.82058006011994,0.00109108784214042,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"GTPBP8",0.0050773604772697,0.32405287149923,593.257349585963,0.0154266001235408,-3671.44692466156,0.00389262127527469,0.323995154847136,493.372924913144,0.0118718096822904,-3677.32096818126,-5.8740435197019,0.00281148203606282,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
"NEPRO",0.000156528144617926,0.231660400466099,546.990107644043,0.000675223097622776,-2948.35867035092,0.000477989740785071,0.231457994764629,760.803227255815,0.00206086926012946,-2952.43611683402,-4.07744648309654,0.0169506943211227,"Very strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"BOC",0.000370766115490911,0.15429893656039,107.441354632149,0.0023971476577276,-2081.27310684792,0.0019947778873266,0.154131526783158,40.1428428685991,0.0127766931494133,-2085.7533822756,-4.48027542768023,0.0113302920488124,"Very strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"CFAP44",4.69933553633274e-06,0.0750809076608852,49.991045443977,6.25863694030828e-05,-550.858191808341,3.92484346539592e-07,0.0750745799543471,343.109141000265,5.22789864305438e-06,-554.911939623827,-4.05374781548664,0.0173572009996802,"Very strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"SPICE1",3.19708708645693e-05,0.0585751560369029,682.292231207928,0.000545511656199821,-26.8580650752727,0.000423833261752614,0.0581367538683307,120.587511551596,0.00723751728805473,-31.0601619367876,-4.2020968615149,0.0149641661160068,"Very strong for stationary","HumanHeart","HumanHeart.rds",4247,36601
"USF3",0.000101003932629675,0.243862546013674,157.604887086073,0.000414012390998186,-3053.06690286827,0.000336473541788538,0.243739902531634,193.413386699736,0.00137855841356527,-3060.38237204645,-7.3154691781815,0.000665169157030114,"Extreme for stationary","HumanHeart","HumanHeart.rds",4247,36601
